source,target,arch,seed,stage,n_samples,T_global,T_binned_mean,T_binned_min,T_binned_max,threshold_norm,brier_reliability,brier_resolution,brier_uncertainty,brier_raw,ece,smooth_ece,delta_rel_vs_raw
chapman,ptbxl,inceptiontime,44,raw,2172,,,,,0.0,0.11732954263269198,0.012577253536584647,0.24994573493550937,0.3554124497625027,0.2597659951141087,0.256557058386653,0.0
chapman,ptbxl,inceptiontime,44,stage1_ts,2172,1.0593890951682814,,,,0.0,0.10964430511494525,0.010104836131254697,0.24994573493550937,0.3496690591403944,0.24481438453114338,0.24297041012521026,-0.007685237517746732
chapman,ptbxl,inceptiontime,44,stage2_ts_binned,2172,1.0593890951682814,1.005839113782557,0.8700794369927008,1.1474860560031495,0.0,0.10899163322981115,0.010985874591998172,0.24994573493550937,0.34944686384738677,0.25712230288303284,0.24982869828321003,-0.00833790940288083
chapman,ptbxl,inceptiontime,44,stage3_ts_binned_threshold,2172,1.0593890951682814,1.005839113782557,0.8700794369927008,1.1474860560031495,0.0,0.10899163322981115,0.010985874591998172,0.24994573493550937,0.34944686384738677,0.25712230288303284,0.24982869828321003,-0.00833790940288083
chapman,ptbxl,inceptiontime,45,raw,2172,,,,,0.0,0.1316800862275142,0.012026913994900459,0.2490766460120265,0.368238662940904,0.2774850694843419,0.26995880975079706,0.0
chapman,ptbxl,inceptiontime,45,stage1_ts,2172,1.1039696491394246,,,,0.0,0.11897791035598021,0.012079630024051814,0.2490766460120265,0.35660509109837424,0.2524350299245688,0.24615275340166565,-0.012702175871533994
chapman,ptbxl,inceptiontime,45,stage2_ts_binned,2172,1.1039696491394246,0.9737825652425544,0.7752146708770835,1.1375926939990681,0.0,0.12280446875340002,0.012351292977534263,0.2490766460120265,0.35969340982843895,0.24096369851364868,0.2377509218391977,-0.00887561747411418
chapman,ptbxl,inceptiontime,45,stage3_ts_binned_threshold,2172,1.1039696491394246,0.9737825652425544,0.7752146708770835,1.1375926939990681,0.0,0.12280446875340002,0.012351292977534263,0.2490766460120265,0.35969340982843895,0.24096369851364868,0.2377509218391977,-0.00887561747411418
chapman,ptbxl,inceptiontime,46,raw,2172,,,,,0.0,0.10385811494573752,0.00810500814805342,0.24957075486096272,0.3461576898471542,0.2553667530252789,0.25361701606083714,0.0
chapman,ptbxl,inceptiontime,46,stage1_ts,2172,1.074181147812797,,,,0.0,0.09790245993946264,0.008303648200974411,0.24957075486096272,0.340262321365891,0.24033659583691555,0.23743566923162598,-0.005955655006274874
chapman,ptbxl,inceptiontime,46,stage2_ts_binned,2172,1.074181147812797,1.0374821137354846,0.9192683407741098,1.1504301462573499,0.0,0.09881489958731159,0.008091477195232906,0.24957075486096272,0.3418583889309021,0.24477737959751028,0.24478449036799613,-0.0050432153584259315
chapman,ptbxl,inceptiontime,46,stage3_ts_binned_threshold,2172,1.074181147812797,1.0374821137354846,0.9192683407741098,1.1504301462573499,0.0,0.09881489958731159,0.008091477195232906,0.24957075486096272,0.3418583889309021,0.24477737959751028,0.24478449036799613,-0.0050432153584259315
chapman,ptbxl,resnet1d,42,raw,2172,,,,,0.0,0.08205210473770469,0.009926382684773366,0.24658108896418166,0.3194279201097,0.24607679752794198,0.23839738090003373,0.0
chapman,ptbxl,resnet1d,42,stage1_ts,2172,1.1246112144742808,,,,0.0,0.07126448997385053,0.009729320019661756,0.24658108896418166,0.3077445866760897,0.2159598570511181,0.20751973846556485,-0.010787614763854161
chapman,ptbxl,resnet1d,42,stage2_ts_binned,2172,1.1246112144742808,0.9978689218327238,0.9625791624071564,1.026336491693688,0.0,0.07123457895818841,0.009665391794302682,0.24658108896418166,0.307603980267786,0.21794899481793373,0.20828326762623506,-0.01081752577951628
chapman,ptbxl,resnet1d,42,stage3_ts_binned_threshold,2172,1.1246112144742808,0.9978689218327238,0.9625791624071564,1.026336491693688,0.0,0.07123457895818841,0.009665391794302682,0.24658108896418166,0.307603980267786,0.21794899481793373,0.20828326762623506,-0.01081752577951628
chapman,ptbxl,resnet1d,43,raw,2172,,,,,0.0,0.07980244055277838,0.012499216118916011,0.24770730102527055,0.3178109568367068,0.2763087146711394,0.27139997846477487,0.0
