T,dist,kind,n_cells,dECE_noise,dECE_primary
1.1000,empirical:ptbxl_cpsc_inceptiontime_seed46,empirical,60,-0.002985,0.002985
1.2500,empirical:ptbxl_cpsc_inceptiontime_seed46,empirical,60,0.008616,-0.008616
1.4000,empirical:ptbxl_cpsc_inceptiontime_seed46,empirical,60,0.023260,-0.023260
1.5000,empirical:ptbxl_cpsc_inceptiontime_seed46,empirical,60,0.031977,-0.031977
2.0000,empirical:ptbxl_cpsc_inceptiontime_seed46,empirical,60,0.065633,-0.065633
3.0000,empirical:ptbxl_cpsc_inceptiontime_seed46,empirical,60,0.103865,-0.103865
4.5000,empirical:ptbxl_cpsc_inceptiontime_seed46,empirical,60,0.132116,-0.132116
0.7000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.040185,-0.040185
0.8000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.024765,-0.024765
0.9000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.011246,-0.011246
1.0000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.000000,-0.000000
1.1000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,-0.004852,0.004852
1.2500,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.007256,-0.007256
1.4000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.021544,-0.021544
1.5000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.030121,-0.030121
2.0000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.063897,-0.063897
3.0000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.103369,-0.103369
4.5000,empirical:ptbxl_cpsc_resnet1d_seed42,empirical,60,0.133477,-0.133477
0.7000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.040765,-0.040765
0.8000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.023692,-0.023692
0.9000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.009840,-0.009840
1.0000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.000000,-0.000000
1.1000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,-0.000188,0.000188
1.2500,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.010546,-0.010546
1.4000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.025957,-0.025957
1.5000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.035604,-0.035604
2.0000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.072648,-0.072648
3.0000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.114537,-0.114537
4.5000,empirical:ptbxl_cpsc_resnet1d_seed43,empirical,60,0.145352,-0.145352
0.7000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.032364,-0.032364
0.8000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.020280,-0.020280
0.9000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.008811,-0.008811
1.0000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.000000,-0.000000
1.1000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.003682,-0.003682
1.2500,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.021089,-0.021089
1.4000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.038158,-0.038158
1.5000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.048960,-0.048960
2.0000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.095967,-0.095967
3.0000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.160479,-0.160479
4.5000,empirical:ptbxl_cpsc_resnet1d_seed44,empirical,60,0.212914,-0.212914
0.7000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.032947,-0.032947
0.8000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.018732,-0.018732
0.9000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.007434,-0.007434
1.0000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,-0.000000,0.000000
1.1000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,-0.002036,0.002036
1.2500,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.008763,-0.008763
1.4000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.025125,-0.025125
1.5000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.034990,-0.034990
2.0000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.074230,-0.074230
3.0000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.121001,-0.121001
4.5000,empirical:ptbxl_cpsc_resnet1d_seed45,empirical,60,0.156652,-0.156652
0.7000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.036699,-0.036699
0.8000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.021362,-0.021362
0.9000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.007980,-0.007980
1.0000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.000000,-0.000000
1.1000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.003817,-0.003817
1.2500,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.018227,-0.018227
1.4000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.034239,-0.034239
1.5000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.043942,-0.043942
2.0000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.082701,-0.082701
3.0000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.128400,-0.128400
4.5000,empirical:ptbxl_cpsc_resnet1d_seed46,empirical,60,0.161825,-0.161825
0.7000,__min__,empirical,60,0.024276,-0.024276
0.8000,__min__,empirical,60,0.012507,-0.012507
0.9000,__min__,empirical,60,0.003285,-0.003285
1.0000,__min__,empirical,60,-0.000000,0.000000
1.1000,__min__,empirical,60,-0.006611,0.006611
1.2500,__min__,empirical,60,-0.011535,0.011535
1.4000,__min__,empirical,60,-0.009763,0.009763
1.5000,__min__,empirical,60,-0.004720,0.004720
2.0000,__min__,empirical,60,0.016820,-0.016820
3.0000,__min__,empirical,60,0.040374,-0.040374
4.5000,__min__,empirical,60,0.060523,-0.060523
0.7000,__median__,empirical,60,0.036608,-0.036608
0.8000,__median__,empirical,60,0.021797,-0.021797
0.9000,__median__,empirical,60,0.009280,-0.009280
1.0000,__median__,empirical,60,0.000000,-0.000000
1.1000,__median__,empirical,60,0.000130,-0.000130
1.2500,__median__,empirical,60,0.013788,-0.013788
1.4000,__median__,empirical,60,0.029419,-0.029419
1.5000,__median__,empirical,60,0.038915,-0.038915
2.0000,__median__,empirical,60,0.078810,-0.078810
3.0000,__median__,empirical,60,0.126043,-0.126043
4.5000,__median__,empirical,60,0.158220,-0.158220
0.7000,__max__,empirical,60,0.045315,-0.045315
0.8000,__max__,empirical,60,0.028210,-0.028210
0.9000,__max__,empirical,60,0.013122,-0.013122
1.0000,__max__,empirical,60,0.000000,-0.000000
1.1000,__max__,empirical,60,0.008935,-0.008935
1.2500,__max__,empirical,60,0.029385,-0.029385
1.4000,__max__,empirical,60,0.048245,-0.048245
1.5000,__max__,empirical,60,0.059746,-0.059746
2.0000,__max__,empirical,60,0.105900,-0.105900
3.0000,__max__,empirical,60,0.160479,-0.160479
4.5000,__max__,empirical,60,0.212914,-0.212914
0.7000,synthetic:uniform,synthetic,15,0.040917,-0.040917
0.8000,synthetic:uniform,synthetic,15,0.024701,-0.024701
0.9000,synthetic:uniform,synthetic,15,0.010887,-0.010887
1.0000,synthetic:uniform,synthetic,15,0.000000,-0.000000
1.1000,synthetic:uniform,synthetic,15,-0.006564,0.006564
1.2500,synthetic:uniform,synthetic,15,-0.008472,0.008472
1.4000,synthetic:uniform,synthetic,15,-0.003987,0.003987
1.5000,synthetic:uniform,synthetic,15,0.000101,-0.000101
2.0000,synthetic:uniform,synthetic,15,0.014831,-0.014831
3.0000,synthetic:uniform,synthetic,15,0.016846,-0.016846
4.5000,synthetic:uniform,synthetic,15,0.001474,-0.001474
0.7000,synthetic:normal_skewed,synthetic,15,0.040980,-0.040980
0.8000,synthetic:normal_skewed,synthetic,15,0.024130,-0.024130
0.9000,synthetic:normal_skewed,synthetic,15,0.010524,-0.010524
1.0000,synthetic:normal_skewed,synthetic,15,0.000000,-0.000000
1.1000,synthetic:normal_skewed,synthetic,15,-0.007273,0.007273
1.2500,synthetic:normal_skewed,synthetic,15,-0.008907,0.008907
1.4000,synthetic:normal_skewed,synthetic,15,-0.002629,0.002629
1.5000,synthetic:normal_skewed,synthetic,15,0.001611,-0.001611
2.0000,synthetic:normal_skewed,synthetic,15,0.017368,-0.017368
3.0000,synthetic:normal_skewed,synthetic,15,0.034199,-0.034199
4.5000,synthetic:normal_skewed,synthetic,15,0.045781,-0.045781
0.7000,synthetic:bimodal,synthetic,15,0.038557,-0.038557
0.8000,synthetic:bimodal,synthetic,15,0.018981,-0.018981
0.9000,synthetic:bimodal,synthetic,15,0.004968,-0.004968
1.0000,synthetic:bimodal,synthetic,15,0.000000,-0.000000
1.1000,synthetic:bimodal,synthetic,15,0.004728,-0.004728
1.2500,synthetic:bimodal,synthetic,15,0.022532,-0.022532
1.4000,synthetic:bimodal,synthetic,15,0.042775,-0.042775
1.5000,synthetic:bimodal,synthetic,15,0.055178,-0.055178
2.0000,synthetic:bimodal,synthetic,15,0.100216,-0.100216
3.0000,synthetic:bimodal,synthetic,15,0.123286,-0.123286
4.5000,synthetic:bimodal,synthetic,15,0.079590,-0.079590
