src,tgt,arch,seed,K,e_raw,e_ts,d_obs_true,d_obs_json,d_pred_json,d_pred_enum,ece_sub_raw,ece_sub_sbpi,sh_s,sh_b,sh_pi,prev_l1,T,ood_acc
chapman,ptbxl,inceptiontime,42,5,0.2662113383000727,0.3603421004410168,-0.09413076214094407,-0.00277748147869894,0.3273191757188401,-0.12285593500853925,0.3570833822118863,0.23422744720334704,0.004953092512563428,0.0,-0.12780902752110268,0.951524452629425,0.9843878285278691,0.4654696132596685
chapman,ptbxl,inceptiontime,43,5,0.2572063001946411,0.3552848008867785,-0.09807850069213742,0.008287933852170803,0.3645809859839877,-0.09472814037810123,0.3629534615419846,0.26822532116388337,-0.01278308715969928,0.0,-0.08194505321840195,0.951524452629425,1.0389052896119755,0.4894106813996317
chapman,ptbxl,inceptiontime,44,5,0.25976600278422757,0.3513535660576644,-0.09158756327343681,0.012419265684310232,0.353101677734372,-0.12382533530431922,0.3621269981779885,0.23830166287366927,-0.019131372817118603,0.0,-0.10469396248720061,0.951524452629425,1.0593890951682814,0.49263351749539597
chapman,ptbxl,inceptiontime,45,5,0.27748503459147544,0.36095957552695146,-0.08347454093547602,0.022496853658013793,0.3370625665355042,-0.12906283138568786,0.3788176453217837,0.24975481393609583,-0.02804492121576571,0.0,-0.10101791016992215,0.951524452629425,1.1039696491394246,0.4696132596685083
chapman,ptbxl,inceptiontime,46,5,0.25536680286046987,0.3447856799755966,-0.08941887711512675,0.0172523530994782,0.35104700605283834,-0.050034596631061024,0.35654615229390163,0.3065115556628406,-0.015701654029950635,0.0,-0.03433294260111039,0.951524452629425,1.074181147812797,0.5207182320441989
chapman,ptbxl,resnet1d,42,5,0.24607679970960372,0.3274231416415115,-0.08134634193190776,0.030552405016577244,0.3821537658676311,-0.07278709915896059,0.34565062632931753,0.27286352717035695,-0.025636846487863324,0.0,-0.047150252671097265,0.951524452629425,1.1246112144742808,0.5584714548802947
chapman,ptbxl,resnet1d,43,5,0.27630871200923757,0.34956875339177873,-0.07326004138254116,0.029396794195216014,0.38902330779526306,-0.0673213048607687,0.36524395481383165,0.29792264995306295,-0.019536080387353882,0.0,-0.04778522447341482,0.951524452629425,1.1279481087131698,0.5478821362799263
chapman,ptbxl,resnet1d,44,5,0.25865944148372333,0.34629764240475214,-0.08763820092102881,0.01684829323978637,0.3495263321496032,-0.10786672603315511,0.3568714047416798,0.24900467870852466,-0.013248740614069304,0.0,-0.09461798541908581,0.951524452629425,1.0684319939700566,0.5377532228360957
chapman,ptbxl,resnet1d,45,5,0.25615212697240747,0.37009499393554457,-0.1139428669631371,-0.0034527458516558918,0.39746960887783594,-0.06592465663786012,0.36773274827947494,0.3018080916416148,0.004250022900384981,0.0,-0.0701746795382451,0.951524452629425,0.9878828624250616,0.5041436464088398
chapman,ptbxl,resnet1d,46,5,0.24400115375360737,0.32894813550660185,-0.08494698175299448,0.014855942909421521,0.4016688363193764,0.0008128245155191172,0.3374410483224616,0.3382538728379807,-0.010494888458214724,0.0,0.011307712973733841,0.951524452629425,1.063524700627107,0.5621546961325967
